"id","playlist_name","modifiedat","numfollowers","numtracks","collaborative"
8384,"Sweet Tunes","2016-06-27 20:00:00",1,56,False
8385,"13.1","2017-08-06 20:00:00",2,132,False
8386,"Coffee","2017-04-03 20:00:00",1,24,False
8387,"rock","2016-09-08 20:00:00",1,126,False
8388,"Dad's Playlist","2015-01-13 19:00:00",1,10,False
8389,"Better days","2017-10-16 20:00:00",1,153,False
8390,"Upbeat","2017-09-15 20:00:00",1,56,False
8391,"rock","2016-01-27 19:00:00",1,14,False
8392,"homework","2016-01-28 19:00:00",1,139,False
8393,"Cardio","2015-06-07 20:00:00",1,59,False
8394,"rap","2014-11-15 19:00:00",1,61,False
8395,"Upbeat chill","2017-10-18 20:00:00",1,18,False
8396,"Fall 14","2014-11-20 19:00:00",2,26,False
8397,"Driving","2015-05-23 20:00:00",1,51,False
8398,"Summer Bops","2017-05-09 20:00:00",1,42,False
8399,"Roll","2017-03-20 20:00:00",2,41,False
8400,"Roadtrip","2017-08-07 20:00:00",1,156,True
8401,"TARANTINO ","2017-10-24 20:00:00",1,9,False
8402,"Mix 1","2017-10-24 20:00:00",1,70,False
8403,"cool. ","2017-04-21 20:00:00",2,67,False
8404,"dance music","2013-09-12 20:00:00",1,25,False
8405,"Running ","2017-10-31 20:00:00",8,151,False
8406,"Party!","2016-01-03 19:00:00",2,57,False
8407,"Fire","2017-06-06 20:00:00",1,211,False
8408,"hm!","2016-12-12 19:00:00",1,14,False
8409,"Think","2016-02-15 19:00:00",1,60,False
8410,"HIGH SCHOOL MUSICAL!!","2016-01-21 19:00:00",2,37,False
8411,"Teenage Angst ","2017-10-10 20:00:00",2,122,False
8412,"1999","2015-11-30 19:00:00",3,7,False
8413,"Uber","2017-10-31 20:00:00",1,69,False
8414,"Morning Glory","2015-02-01 19:00:00",1,6,False
8415,"pre game","2017-08-25 20:00:00",1,19,False
8416," Chance","2017-06-03 20:00:00",2,15,False
8417,"80s/90s","2017-09-06 20:00:00",1,114,False
8418,"May","2013-06-02 20:00:00",1,12,False
8419,"Car ride","2017-10-15 20:00:00",3,36,False
8420,"fun songs","2013-06-14 20:00:00",2,29,False
8421,"summer","2016-07-17 20:00:00",2,139,False
8422,"MY JAMS","2017-10-26 20:00:00",1,123,False
8423,"good vibes.","2017-05-23 20:00:00",1,11,False
8424,"Acoustic","2017-10-31 20:00:00",1,96,False
8425,"Bollywood","2017-08-07 20:00:00",1,50,False
8426,"2014","2014-06-23 20:00:00",1,104,False
8427,"slow songs","2017-10-16 20:00:00",2,103,False
8428,"Zoe","2017-10-31 20:00:00",2,167,False
8429,"wedding dance songs ","2016-09-21 20:00:00",1,103,False
8430,"jams","2015-09-15 20:00:00",1,139,False
8431,"cry ","2017-06-04 20:00:00",1,30,False
8432,"90s baby","2016-09-08 20:00:00",1,82,False
8433,"2017","2017-10-09 20:00:00",1,8,False
8434,"poppin","2016-11-17 19:00:00",1,64,False
8435,"feel good","2017-10-05 20:00:00",1,51,False
8436,"VIC","2016-07-30 20:00:00",1,119,False
8437,"2K","2017-09-23 20:00:00",1,176,False
8438,"Hoodie allen","2015-06-04 20:00:00",1,11,False
8439,"Epic Soundtracks","2017-10-18 20:00:00",1,46,False
8440,"bangers","2017-06-27 20:00:00",70,121,False
8441,"summer vibes","2017-07-24 20:00:00",1,116,False
8442,"hm","2017-10-15 20:00:00",3,79,False
8443,"Mood Booster","2017-10-18 20:00:00",1,115,False
8444,"Bluegrass","2015-09-12 20:00:00",1,10,False
8445,"NYC","2017-08-07 20:00:00",1,15,False
8446,"Classics","2017-10-02 20:00:00",2,234,False
8447,"Pregame","2014-05-06 20:00:00",1,26,False
8448,"80's","2016-06-08 20:00:00",1,78,False
8449,"All Time Favs","2017-07-25 20:00:00",2,57,False
8450,"PARTAY","2017-10-23 20:00:00",1,123,False
8451,"Score","2016-12-08 19:00:00",1,47,False
8452,"sweet dreams ","2016-03-16 20:00:00",1,6,False
8453,"~ Twilight ~","2017-02-16 19:00:00",3,30,False
8454,"summa","2017-08-27 20:00:00",1,120,False
8455,"Shrek","2013-10-25 20:00:00",1,117,False
8456,"Sunday Candy","2017-09-28 20:00:00",1,61,False
8457,"cute","2017-05-27 20:00:00",1,21,False
8458,"🇺🇸","2017-06-27 20:00:00",1,28,False
8459,"Jukebox","2017-09-23 20:00:00",1,81,False
8460,"classical","2014-02-26 19:00:00",1,15,False
8461,"Throwback","2014-09-24 20:00:00",1,128,False
8462,"good vibes only","2017-10-28 20:00:00",1,214,False
8463,"fall2017","2017-10-09 20:00:00",2,23,False
8464,"July 2015","2015-07-07 20:00:00",1,32,False
8465,"🇫🇷","2017-10-20 20:00:00",1,14,False
8466,"Play It ","2016-08-27 20:00:00",1,57,False
8467,"Yayo","2017-10-24 20:00:00",9,132,False
8468,"sunny","2017-10-21 20:00:00",2,146,False
8469,"90s","2013-03-08 19:00:00",1,46,False
8470,"Wake Up Happy","2017-02-04 19:00:00",1,68,False
8471,"SpRiNg BrEaK 2016","2016-03-22 20:00:00",1,66,False
8472,"groovy.","2017-01-24 19:00:00",1,111,False
8473,"boys","2017-10-29 20:00:00",1,60,False
8474,"ski","2017-10-23 20:00:00",1,185,False
8475,"road trip","2017-09-30 20:00:00",1,103,False
8476,"Hurt","2017-06-15 20:00:00",1,45,False
8477,"Funny","2014-07-19 20:00:00",2,48,False
8478,"I miss you","2017-06-22 20:00:00",1,21,False
8479,"maui","2017-10-26 20:00:00",1,7,False
8480,"Chill Hip hop","2015-09-17 20:00:00",1,21,False
8481,"Mellow","2017-01-16 19:00:00",1,24,False
8482,"Pain","2017-04-28 20:00:00",4,24,False
8483,"Dope music","2017-10-26 20:00:00",1,151,False
8484,"Rock","2017-06-06 20:00:00",1,60,False
8485,"Okay","2016-07-15 20:00:00",1,34,False
8486,"👌🏽","2017-06-22 20:00:00",1,88,False
8487,"Rock","2017-09-28 20:00:00",1,92,False
8488,"good","2017-02-21 19:00:00",2,173,False
8489,"NewNew","2017-06-27 20:00:00",1,32,False
8490,"Hits","2016-07-21 20:00:00",3,239,False
8491,"THE JAMS ","2017-09-20 20:00:00",1,55,False
8492,"jam","2017-02-16 19:00:00",1,30,False
8493,"T R A P","2017-10-29 20:00:00",1,93,False
8494,"Rap","2016-05-25 20:00:00",23,21,False
8495,"Dinner music ","2016-10-27 20:00:00",1,62,True
8496,"My list","2017-07-23 20:00:00",1,110,False
8497,"Christmas Songs","2015-12-18 19:00:00",1,110,False
8498,"driving tunes ","2017-08-23 20:00:00",1,32,False
8499,"Chill 2","2015-03-01 19:00:00",1,44,False
8500,"Road Trip","2017-10-26 20:00:00",1,135,False
8501,"nicki","2016-10-10 20:00:00",1,19,False
8502,"drinking songs","2014-10-01 20:00:00",1,27,False
8503,"Sad","2016-05-27 20:00:00",1,25,False
8504,"Road Trippin","2017-10-23 20:00:00",1,85,False
8505,"Popular","2017-03-26 20:00:00",2,146,False
8506,"New Country","2017-02-15 19:00:00",2,49,False
8507,"Good Day","2017-05-11 20:00:00",1,30,False
8508,"bossa","2013-08-19 20:00:00",1,97,False
8509,"Hip-Hop","2015-01-20 19:00:00",1,53,False
8510,"catchy","2016-09-25 20:00:00",1,52,False
8511,"Numb","2017-10-06 20:00:00",1,51,False
8512,"Lost in My Mind","2017-01-30 19:00:00",1,33,False
8513,"Nicki","2016-10-11 20:00:00",1,86,False
8514,"In the Moment","2017-10-22 20:00:00",1,65,False
8515,"Corridos","2017-06-22 20:00:00",1,53,False
8516,"Rap Music","2017-04-29 20:00:00",1,42,False
8517,"Rock","2017-07-26 20:00:00",1,144,False
8518,"tequila","2014-05-06 20:00:00",1,56,False
8519,"you know ;);)","2017-06-11 20:00:00",1,16,False
8520,"korean","2017-03-24 20:00:00",1,104,False
8521,"80's","2014-12-30 19:00:00",1,11,False
8522,"Good Vibes","2017-09-15 20:00:00",1,25,False
8523,"Poppunk","2017-10-30 20:00:00",1,36,False
8524,"15","2015-07-15 20:00:00",1,62,False
8525,"Fall Out Boy! ","2017-08-06 20:00:00",2088,75,False
8526,"Only You","2015-01-27 19:00:00",1,12,False
8527,"good beats","2017-09-25 20:00:00",1,57,False
8528,"For You","2015-01-24 19:00:00",1,59,False
8529,"Christmas","2013-11-28 19:00:00",1,66,False
8530,"new","2017-09-19 20:00:00",1,11,False
8531,"Calm","2016-08-28 20:00:00",1,109,False
8532,"litty","2017-10-24 20:00:00",2,63,False
8533,"Download","2015-02-08 19:00:00",1,15,False
8534,"_V-Day","2016-02-29 19:00:00",1,66,False
8535,"Metal","2014-06-01 20:00:00",1,209,True
8536,"limbo","2017-07-05 20:00:00",7,100,False
8537,"sleep","2015-10-09 20:00:00",1,6,False
8538,"Wedding Dance Music","2017-08-24 20:00:00",1,39,False
8539,"Pirates","2015-12-04 19:00:00",1,46,False
8540,"Graduation Playlist","2017-07-14 20:00:00",1,157,False
8541,"sleepy ","2017-06-15 20:00:00",1,20,False
8542,"Ranch ","2017-10-05 20:00:00",4,76,False
8543,"sat","2017-10-25 20:00:00",2,23,False
8544,"Reggae","2017-09-19 20:00:00",1,98,True
8545,"Not sure","2016-08-14 20:00:00",1,36,False
8546,"Samuel","2017-05-22 20:00:00",1,30,False
8547,"draking","2015-08-21 20:00:00",1,70,True
8548,"workout ","2017-10-13 20:00:00",2,114,False
8549,"work","2017-09-22 20:00:00",4,147,False
8550,"2.0","2017-10-23 20:00:00",1,126,False
8551,"Praise ","2016-10-26 20:00:00",1,13,False
8552,"run faster","2017-02-22 19:00:00",1,45,False
8553,"background music","2016-06-23 20:00:00",1,30,False
8554,"2015","2015-11-12 19:00:00",1,36,False
8555,"love","2016-05-07 20:00:00",1,87,False
8556,"warped tour","2017-10-20 20:00:00",1,41,False
8557,"I like these songs","2017-10-31 20:00:00",2,66,False
8558,"Praise & Worship","2013-08-07 20:00:00",1,57,False
8559,"this one","2016-03-21 20:00:00",1,36,False
8560,"JAMAICA","2017-10-07 20:00:00",2,154,False
8561,"new worship","2016-06-07 20:00:00",1,9,False
8562,"Unknown","2016-02-15 19:00:00",1,10,False
8563,"halloween","2017-04-21 20:00:00",1,61,False
8564,"Gym","2017-05-26 20:00:00",1,42,False
8565,"Feelgood","2017-10-30 20:00:00",1,37,False
8566,"summer","2017-10-02 20:00:00",1,55,False
8567,"random","2016-04-01 20:00:00",1,13,False
8568,"Upbeat","2014-04-06 20:00:00",1,95,False
8569,"sexx","2017-07-06 20:00:00",1,18,False
8570,"rap ","2017-08-21 20:00:00",1,147,False
8571,"collab","2016-02-16 19:00:00",1,14,False
8572,"Study Music","2014-10-14 20:00:00",1,220,False
8573,"limbo","2013-11-20 19:00:00",1,29,False
8574,"kkkk","2017-04-10 20:00:00",1,32,False
8575,"🤘🏻","2017-05-16 20:00:00",1,101,False
8576,"Mardi Gras","2014-03-03 19:00:00",1,186,False
8577,"Winter 2016","2017-05-23 20:00:00",1,84,False
8578,"Mix Playlist","2017-01-02 19:00:00",1,40,False
8579,"Wub wub","2017-08-13 20:00:00",1,21,False
8580,"Good Morning!!","2017-10-31 20:00:00",1,123,False
8581,"Corridos","2016-03-23 20:00:00",1,109,False
8582,"Workout","2014-04-22 20:00:00",1,31,False
8583,"DAMN","2016-02-27 19:00:00",1,20,False
8584,"reflection","2016-03-18 20:00:00",1,22,False
8585,"Requests","2015-11-06 19:00:00",1,11,False
8586,"classic rock","2016-03-03 19:00:00",1,87,False
8587,"Hawaii","2017-03-15 20:00:00",1,10,False
8588,"Old-School","2015-11-06 19:00:00",2,27,False
8589,"2.0","2017-10-29 20:00:00",1,154,False
8590,"Xx","2016-10-20 20:00:00",3,41,False
8591,"Peach","2017-09-19 20:00:00",1,22,False
8592,"Latino","2017-10-29 20:00:00",3,237,False
8593,"This Is It","2016-04-26 20:00:00",1,28,False
8594,"oct 2017","2017-10-29 20:00:00",1,43,False
8595,"Y2K","2016-03-19 20:00:00",2,201,False
8596,"blue","2017-10-29 20:00:00",1,46,False
8597,"Juicy","2014-10-05 20:00:00",1,20,False
8598,"nik","2015-01-22 19:00:00",2,49,False
8599,"Jammin","2016-03-09 19:00:00",1,88,False
8600,"feeling ","2015-12-10 19:00:00",1,57,False
8601,"sept 2017","2017-09-30 20:00:00",1,19,False
8602,"hype","2017-08-10 20:00:00",2,41,False
8603,"party time","2016-03-26 20:00:00",1,66,False
8604,"Deep House","2016-04-14 20:00:00",1,108,False
8605,"Countryy","2016-07-15 20:00:00",1,32,False
8606,"Vanessa","2015-11-23 19:00:00",1,11,False
8607,"Chill out","2017-06-26 20:00:00",2,201,False
8608,"Gangsta","2017-01-27 19:00:00",1,94,False
8609,"the feels","2016-02-11 19:00:00",2,28,False
8610,"dad music","2017-09-25 20:00:00",1,27,False
8611,"Sharing is Caring","2017-09-24 20:00:00",1,89,True
8612,"Dembow","2017-10-15 20:00:00",1,20,False
8613,"relaxing","2017-10-20 20:00:00",5,221,False
8614,"Electronic","2016-03-19 20:00:00",2,35,False
8615,"cool","2017-10-12 20:00:00",1,35,False
8616,"WORK IT","2017-06-15 20:00:00",1,57,False
8617,"Jams","2017-10-24 20:00:00",1,43,False
8618,"god is love","2016-09-11 20:00:00",1,24,False
8619,"Relax.","2016-11-12 19:00:00",1,121,False
8620,"((HIP HOP))","2015-07-07 20:00:00",2,25,False
8621,"josh","2017-04-04 20:00:00",2,133,False
8622,"Spanish","2017-04-07 20:00:00",1,49,False
8623,"Chillin like a Villain","2016-05-09 20:00:00",4,24,False
8624,"november","2017-10-14 20:00:00",4,120,False
8625,"driving","2017-09-16 20:00:00",1,22,False
8626,"Songz","2017-04-23 20:00:00",1,59,False
8627,"obsession","2015-11-16 19:00:00",1,214,False
8628,"Covers","2017-06-05 20:00:00",3,66,False
8629,"Rock","2013-03-25 20:00:00",1,36,False
8630,"share","2015-07-13 20:00:00",1,82,False
8631,"Litty","2017-08-14 20:00:00",1,91,False
8632,"springsteen","2017-10-29 20:00:00",1,184,False
8633,"Running","2015-02-27 19:00:00",2,71,False
8634,"2014","2015-04-22 20:00:00",1,117,False
8635,"focus","2016-10-15 20:00:00",1,32,False
8636,"all","2016-05-20 20:00:00",1,166,False
8637,"COUNTRY 🤠","2017-10-14 20:00:00",1,166,False
8638,"Road Trip","2016-07-07 20:00:00",1,208,False
8639,"Gospel","2016-06-18 20:00:00",1,23,False
8640,"pre game","2017-08-27 20:00:00",1,28,False
8641,"Heavy","2017-10-14 20:00:00",1,65,False
8642,"Hip pop ","2017-04-05 20:00:00",1,25,False
8643,"My Favorites","2016-05-25 20:00:00",1,61,False
8644,"driving music","2017-08-05 20:00:00",1,152,False
8645,"Cleaning music","2017-10-31 20:00:00",1,116,False
8646,"Sprang","2017-02-28 19:00:00",1,63,False
8647,"Playlist","2017-07-05 20:00:00",1,84,False
8648,"pop","2016-10-16 20:00:00",1,56,False
8649,"SWIM","2016-09-16 20:00:00",1,102,False
8650,"the river","2017-10-24 20:00:00",2,18,False
8651,"Variado","2017-02-08 19:00:00",1,62,False
8652,"Best Music","2016-06-23 20:00:00",1,9,False
8653,"my country","2017-10-24 20:00:00",1,48,False
8654,"Dance jams","2016-05-31 20:00:00",1,94,False
8655,"Sleeping At Last ","2017-09-05 20:00:00",1,35,False
8656,"Pop Rock","2016-06-19 20:00:00",4,49,False
8657,"Road Trip","2014-06-24 20:00:00",2,231,True
8658,"Something new","2016-08-30 20:00:00",1,15,False
8659,"fire","2015-06-29 20:00:00",1,47,False
8660,"caro","2017-05-08 20:00:00",2,234,False
8661,"Pony","2017-10-30 20:00:00",1,228,False
8662,"WORSHIP","2017-10-01 20:00:00",1,27,False
8663,"christian ","2015-05-28 20:00:00",1,10,False
8664,"late","2015-12-02 19:00:00",1,31,False
8665,"lit🔥🔥🔥","2017-05-19 20:00:00",1,24,False
8666,"Friends","2017-01-20 19:00:00",2,7,False
8667,"random","2012-03-21 20:00:00",1,102,False
8668,"Wedding Dinner","2016-04-04 20:00:00",1,38,False
8669,"2017","2017-10-25 20:00:00",1,91,False
8670,"the feels","2016-11-23 19:00:00",1,32,False
8671,"RAGE","2016-08-31 20:00:00",1,42,False
8672,"winter","2017-10-08 20:00:00",1,108,False
8673,"🔥🔥","2017-10-29 20:00:00",1,226,False
8674,"Oldies","2017-05-04 20:00:00",1,49,False
8675,"no words","2017-02-02 19:00:00",3,31,False
8676,"Gute Musik.","2017-10-30 20:00:00",2,182,True
8677,"sprang","2016-06-13 20:00:00",1,53,False
8678,"Juliana","2016-06-01 20:00:00",1,39,False
8679,"Unsteady","2015-12-01 19:00:00",1,13,False
8680,"<3","2017-10-24 20:00:00",1,8,False
8681,"20","2014-01-16 19:00:00",2,20,False
8682,"Rock","2014-03-05 19:00:00",1,31,False
8683,"summer ☀️","2017-08-07 20:00:00",1,51,False
8684,"work out","2017-03-24 20:00:00",1,43,True
8685,"FLOW","2017-05-24 20:00:00",1,232,False
8686,"pumped","2015-03-15 20:00:00",1,12,False
8687,"mar","2017-10-08 20:00:00",1,186,False
8688,"January 2017","2017-03-16 20:00:00",1,10,False
8689,"Coachella 2013","2013-04-10 20:00:00",4,189,False
8690,"throwbacks","2017-10-23 20:00:00",2,18,False
8691,"workout","2017-10-22 20:00:00",2,63,False
8692,"justice","2017-10-18 20:00:00",1,81,False
8693,"good mood","2017-07-12 20:00:00",2,56,False
8694,"New","2016-05-21 20:00:00",1,36,False
8695,"hangout!","2017-08-20 20:00:00",2,13,False
8696,"indy","2017-10-09 20:00:00",1,23,False
8697,"Hip hop","2015-12-01 19:00:00",1,187,False
8698,"Feel Good","2017-08-28 20:00:00",1,57,False
8699,"July","2015-07-17 20:00:00",1,41,False
8700,"underrated ","2017-10-18 20:00:00",3,179,False
8701,"summer classics ","2017-05-14 20:00:00",1,94,False
8702,"Quran","2017-06-04 20:00:00",1,114,False
8703,"Warmup","2017-07-20 20:00:00",3,61,False
8704,"Pop","2017-10-28 20:00:00",1,135,False
8705,"Board","2017-10-08 20:00:00",2,108,False
8706,"Fall 2015","2015-12-26 19:00:00",4,45,False
8707,"tbt","2017-08-08 20:00:00",1,70,False
8708,"2014","2014-09-26 20:00:00",1,24,False
8709,"GYM","2017-05-24 20:00:00",1,51,False
8710,"Hymns","2015-05-25 20:00:00",1,31,False
8711,"Playlist1","2013-04-24 20:00:00",1,31,True
8712,"Pre-Ceremony","2013-08-27 20:00:00",1,10,False
8713,"relaxed ","2017-07-31 20:00:00",1,29,False
8714,"Melina","2015-03-16 20:00:00",1,24,False
8715,"roadtrip","2017-06-29 20:00:00",1,40,False
8716,"Dash Berlin","2015-04-18 20:00:00",1,23,False
8717,"ROADTRIP","2017-06-27 20:00:00",1,85,False
8718,"Outlaw country","2017-05-04 20:00:00",1,86,False
8719,"Finals Week","2015-12-15 19:00:00",1,115,False
8720,"Pops","2017-09-19 20:00:00",3,244,False
8721,"Shan","2013-06-12 20:00:00",1,39,False
8722,"what the folk","2015-12-17 19:00:00",1,6,False
8723,"Wedding","2016-03-31 20:00:00",1,52,True
8724,"*116 ","2017-10-24 20:00:00",2,114,False
8725,"2015 Top Tracks","2015-12-06 19:00:00",1,100,False
8726,"Country music ","2015-11-04 19:00:00",1,14,False
8727,"aux","2016-08-15 20:00:00",1,84,False
8728,"morning music!!!","2016-11-27 19:00:00",1,13,False
8729,"Rap","2014-06-02 20:00:00",1,28,True
8730,"jamz","2017-09-03 20:00:00",1,21,False
8731,"Workout","2017-10-05 20:00:00",2,22,False
8732,"My play","2016-02-27 19:00:00",1,25,False
8733,"Winter Wonderland","2016-12-24 19:00:00",1,86,False
8734,"Games","2016-01-29 19:00:00",2,38,False
8735,"70's","2017-04-26 20:00:00",1,19,False
8736,"party","2017-07-14 20:00:00",1,72,False
8737,"Music","2015-09-15 20:00:00",1,75,False
8738,"Latin vibes","2017-10-12 20:00:00",1,17,False
8739,"white","2017-05-25 20:00:00",1,25,False
8740,"New","2016-02-27 19:00:00",1,24,False
8741,"freshman","2016-06-03 20:00:00",2,108,False
8742,"foreign","2017-09-04 20:00:00",1,25,False
8743,"Current music","2017-04-08 20:00:00",3,164,False
8744,"ultimate","2016-06-10 20:00:00",1,33,False
8745,"throwbacks","2017-09-29 20:00:00",1,47,False
8746,"edm/house","2015-12-08 19:00:00",1,15,False
8747,"Lake House ","2015-12-27 19:00:00",3,114,False
8748,"das","2017-09-11 20:00:00",1,12,False
8749,"Get down ","2017-04-19 20:00:00",1,53,False
8750,"anytime","2017-10-13 20:00:00",2,41,False
8751,"yeehaw","2016-04-28 20:00:00",1,18,False
8752,"Chill Time ","2017-07-13 20:00:00",17,200,False
8753,"Early 2000's","2015-08-18 20:00:00",1,86,False
8754,"love","2017-10-19 20:00:00",1,21,False
8755,"Alternative","2016-12-13 19:00:00",1,39,False
8756,"lc","2017-05-30 20:00:00",1,16,False
8757,"sweetness","2016-11-20 19:00:00",1,43,False
8758,"Title","2017-10-08 20:00:00",1,206,False
8759,"old playlist","2016-04-29 20:00:00",2,121,False
8760,"Fall 2017","2017-10-29 20:00:00",1,23,False
8761,"Old Favorites","2017-06-22 20:00:00",2,209,False
8762,"K-pop","2017-08-16 20:00:00",1,38,False
8763,"playlist","2015-11-29 19:00:00",2,110,False
8764,"arabic","2017-02-20 19:00:00",1,11,False
8765,"Hotline Bling","2015-12-18 19:00:00",4,44,False
8766,"Drum n Bass","2016-09-13 20:00:00",1,97,False
8767," BALL IS LIFE","2016-10-01 20:00:00",1,76,False
8768,"NG","2017-07-09 20:00:00",1,41,False
8769,"Running","2017-06-13 20:00:00",1,14,False
8770,"adventure","2017-07-19 20:00:00",1,24,False
8771,"bangers","2017-10-20 20:00:00",1,174,False
8772,"Christmas","2016-11-22 19:00:00",1,36,False
8773,"MUSIC","2015-11-16 19:00:00",1,33,False
8774,"friday","2016-12-23 19:00:00",1,83,False
8775,"Farewell","2013-07-02 20:00:00",1,62,False
8776,"acoustic","2016-10-13 20:00:00",1,9,False
8777,"my boys","2016-10-04 20:00:00",1,163,False
8778,"Dance Music;)","2017-10-13 20:00:00",3,107,False
8779,"pumped","2016-03-05 19:00:00",1,14,False
8780,"Cruising ","2017-03-08 19:00:00",1,23,False
8781,"run","2016-11-10 19:00:00",1,29,False
8782,"Summer 2017","2017-09-13 20:00:00",1,111,False
8783,"study","2017-10-23 20:00:00",1,58,False
8784,"driving music","2015-08-08 20:00:00",2,80,False
8785,"#boostyourrun","2014-05-30 20:00:00",1,21,False
8786,"Retro","2017-07-08 20:00:00",1,22,False
8787,"🇲🇽","2017-07-07 20:00:00",3,241,False
8788,"Rihanna","2014-07-02 20:00:00",1,39,False
8789,"indie","2017-09-27 20:00:00",1,53,False
8790,"Fall 2013","2014-02-01 19:00:00",1,46,False
8791,"Halloween Playlist","2017-10-27 20:00:00",1,48,False
8792,"19","2017-10-09 20:00:00",1,40,False
8793,"2000's","2017-08-28 20:00:00",1,32,False
8794,"rehearsal dinner","2017-10-25 20:00:00",1,43,False
8795,"Other","2014-03-26 20:00:00",1,10,False
8796,"2015","2017-08-19 20:00:00",1,29,False
8797,"��������","2015-07-24 20:00:00",1,223,False
8798,"other","2017-09-07 20:00:00",1,128,True
8799,"Utah","2015-02-20 19:00:00",1,67,False
8800,"for m","2017-07-21 20:00:00",1,76,False
8801,"feels","2017-01-01 19:00:00",1,16,False
8802,"Fall","2014-11-09 19:00:00",2,18,False
8803,"Misc","2013-04-30 20:00:00",1,66,False
8804,"hey now","2016-09-18 20:00:00",1,35,False
8805,"Flashback","2016-07-18 20:00:00",1,36,False
8806,"feel good music","2017-10-23 20:00:00",2,83,False
8807,"WOW","2017-04-23 20:00:00",1,119,False
8808,"PoWeR","2016-05-04 20:00:00",1,30,False
8809,"jamss","2017-05-28 20:00:00",2,41,False
8810,"Country Jams","2015-07-11 20:00:00",1,19,False
8811,"live music","2016-09-14 20:00:00",1,37,False
8812,"2017 country","2017-10-29 20:00:00",2,53,False
8813,"80's","2017-10-13 20:00:00",3,100,False
8814,"albert","2016-08-08 20:00:00",1,48,False
8815,"the goods","2016-03-25 20:00:00",2,97,False
8816,"daily","2017-10-14 20:00:00",1,79,False
8817,"Country 2017","2017-08-05 20:00:00",2,121,False
8818,"Good Vibes","2017-10-30 20:00:00",4,155,False
8819,"Roll","2015-11-13 19:00:00",1,72,False
8820,"workout 2","2015-01-15 19:00:00",1,31,False
8821,"swag","2017-06-06 20:00:00",1,81,False
8822,"Alex","2016-06-20 20:00:00",1,40,False
8823,"November '16","2016-11-30 19:00:00",1,27,False
8824,"good","2017-01-28 19:00:00",1,33,False
8825,"Long car rides","2017-09-14 20:00:00",1,76,False
8826,"College","2016-11-06 19:00:00",1,38,False
8827,"Summer 2015","2017-09-06 20:00:00",2,97,False
8828,"Sex Music","2016-03-09 19:00:00",1,69,False
8829,"B.I.G ","2017-08-18 20:00:00",1,104,False
8830,"Relax","2017-01-10 19:00:00",2,39,False
8831,"boom","2016-08-13 20:00:00",1,44,False
8832,"Wedding","2014-12-12 19:00:00",1,115,True
8833,"Good Tunes","2015-12-01 19:00:00",2,80,True
8834,"moana","2016-12-08 19:00:00",1,10,False
8835,"Happy","2017-09-07 20:00:00",1,170,False
8836,"christian music","2017-05-31 20:00:00",1,28,False
8837,"yep","2016-09-12 20:00:00",4,150,False
8838,"90's","2013-07-15 20:00:00",1,90,False
8839,"Netflix and Chill","2017-10-19 20:00:00",1,62,False
8840,"🙌🏼","2017-10-27 20:00:00",1,88,False
8841,"60s ","2017-10-24 20:00:00",2,194,False
8842,"dads songs","2017-09-11 20:00:00",3,18,False
8843,"Workout","2014-05-15 20:00:00",1,48,False
8844,"gospel","2013-04-18 20:00:00",1,16,False
8845,"Christmas!!","2016-12-09 19:00:00",3,28,False
8846,"hot","2015-02-25 19:00:00",1,12,False
8847,"PUMP UP","2017-10-20 20:00:00",1,43,False
8848,"80's Classics","2016-09-23 20:00:00",1,100,False
8849,"mozart ","2017-04-05 20:00:00",1,35,False
8850,"Party Music","2015-04-05 20:00:00",2,74,False
8851,"other","2017-04-27 20:00:00",1,89,False
8852,"Christmas","2017-02-05 19:00:00",1,29,False
8853,"RUN","2017-10-03 20:00:00",1,42,False
8854,"kick back","2017-08-19 20:00:00",1,126,False
8855,"This Is Halloween","2017-10-06 20:00:00",3,55,False
8856,"Worship","2017-10-21 20:00:00",1,12,False
8857,"Bumpin ","2016-11-29 19:00:00",1,19,False
8858,"idc","2017-02-22 19:00:00",1,42,False
8859,"here you go","2017-04-16 20:00:00",1,123,False
8860,"hood","2016-08-21 20:00:00",1,114,False
8861,"Mexican ","2017-10-13 20:00:00",1,59,False
8862,"Studying...","2017-09-25 20:00:00",2,27,False
8863,"spanish","2017-04-04 20:00:00",1,15,False
8864,"feels","2017-09-04 20:00:00",1,9,False
8865,"creep","2013-07-02 20:00:00",1,9,False
8866,"Christmas Day","2015-12-24 19:00:00",1,60,False
8867,"TG","2016-08-12 20:00:00",1,6,False
8868,"Kendrick","2016-08-25 20:00:00",1,9,False
8869,"Bia","2015-12-05 19:00:00",4,76,False
8870,"Fire","2017-10-12 20:00:00",1,5,False
8871,"Stardust","2016-07-22 20:00:00",2,44,False
8872,"Rock Music","2017-09-01 20:00:00",1,177,False
8873,"Techno","2016-05-28 20:00:00",1,8,False
8874,"theo","2017-10-29 20:00:00",2,222,False
8875,"Practice","2016-08-05 20:00:00",1,22,False
8876,"For Chris","2014-12-23 19:00:00",1,126,False
8877,"lush","2017-05-25 20:00:00",6,42,False
8878,"Sweat like the Pros Playlist","2015-08-02 20:00:00",1,31,False
8879,"The classics ","2016-06-15 20:00:00",1,22,False
8880,"him","2017-10-17 20:00:00",2,34,False
8881,"Old School ","2017-08-07 20:00:00",1,212,False
8882,"Current","2016-04-17 20:00:00",1,52,False
8883,"Party","2017-10-30 20:00:00",1,58,False
